Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,Borough,time_identifier
Person search,2023-05-23 15:32:00,False,,51.466003,-0.150828,Male,10-17,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Wandsworth,Summer term
Person search,2023-05-23 15:48:00,False,,51.47309,-0.070524,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Southwark,Summer term
Person search,2023-05-23 16:10:00,False,,51.575691,-0.072445,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Haringey,Summer term
Person and Vehicle search,2023-05-23 16:15:00,False,,51.498068,-0.410081,Male,10-17,White - Irish,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Hounslow,Summer term
Person search,2023-05-23 16:15:00,False,,51.498068,-0.410081,Male,10-17,White - Irish,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Penalty Notice for Disorder,,,Hounslow,Summer term
Person and Vehicle search,2023-05-23 16:15:00,False,,51.464188,-0.114795,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Lambeth,Summer term
Person search,2023-05-23 16:15:00,False,,,,Male,10-17,Other ethnic group - Not stated,White,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,,Unknown,Summer term
Person search,2023-05-23 16:20:00,False,,51.540135,-0.093949,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Islington,Summer term
Person search,2023-05-23 16:20:00,False,,51.53645,-0.102913,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Islington,Summer term
Person search,2023-05-23 16:20:00,False,,51.53645,-0.102913,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Islington,Summer term
Person search,2023-05-23 16:34:00,False,,51.477174,-0.061308,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Southwark,Summer term
Person search,2023-05-23 17:10:00,False,,51.389151,0.114564,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,,,Bromley,Summer term
Person search,2023-05-23 17:12:00,False,,51.340305,-0.112574,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Croydon,Summer term
Person search,2023-05-23 17:17:00,False,,51.551958,-0.157427,Male,10-17,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,,,Camden,Summer term
Person search,2023-05-23 17:25:00,False,,51.596819,-0.09253,Female,10-17,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Haringey,Summer term
Person search,2023-05-23 17:30:00,False,,51.46419,-0.101506,Male,10-17,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Lambeth,Summer term
Person and Vehicle search,2023-05-23 17:34:00,False,,51.500774,-0.072409,Male,10-17,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Penalty Notice for Disorder,,,Southwark,Summer term
Person search,2023-05-23 17:40:00,False,,51.3815,-0.243787,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,,,Sutton,Summer term
Person search,2023-05-23 18:20:00,False,,51.447702,0.005156,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Lewisham,Summer term
Person search,2023-05-23 20:04:00,False,,51.568812,-0.053905,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Hackney,Summer term
Person search,2023-05-23 20:25:00,False,,51.499731,-0.009476,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,,,Tower Hamlets,Summer term
Person search,2023-05-23 20:30:00,False,,51.499731,-0.009476,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,,,Tower Hamlets,Summer term
Person search,2023-05-23 20:30:00,False,,51.499731,-0.009476,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Tower Hamlets,Summer term
Person search,2023-05-23 20:30:00,False,,51.499731,-0.009476,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Tower Hamlets,Summer term
Person search,2023-05-23 20:30:00,False,,51.464983,-0.129591,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Lambeth,Summer term
Person search,2023-05-23 20:35:00,False,,51.451823,0.054849,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,,,Greenwich,Summer term
Person search,2023-05-23 20:50:00,False,,51.461533,-0.109059,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Lambeth,Summer term
Person search,2023-05-23 20:53:00,False,,51.471058,-0.125411,Male,10-17,Other ethnic group - Not stated,Other,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,,,Lambeth,Summer term
Person search,2023-05-23 20:58:00,False,,51.483589,-0.219753,Male,10-17,Other ethnic group - Not stated,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Hammersmith and Fulham,Summer term
Person search,2023-05-23 20:58:00,False,,51.483589,-0.219753,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Hammersmith and Fulham,Summer term
Person search,2023-05-23 21:40:00,False,,51.474191,-0.386216,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,,,Hounslow,Summer term
Person search,2023-05-23 22:38:00,False,,51.588654,-0.062383,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Haringey,Summer term
Person search,2023-05-23 23:00:00,False,,51.588654,-0.062383,Male,10-17,Asian/Asian British - Any other Asian background,Other,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Haringey,Summer term
Person search,2023-05-24 00:08:00,False,,51.500978,-0.125524,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Westminster,Summer term
Person search,2023-05-24 01:10:00,False,,51.506722,-0.088586,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,,,Southwark,Summer term
Person search,2023-05-24 01:10:00,False,,51.506722,-0.088586,Male,10-17,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Southwark,Summer term
Person search,2023-05-24 02:26:00,False,,51.538751,0.080638,Male,10-17,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,,Barking and Dagenham,Summer term
Person search,2023-05-24 03:20:00,False,,51.5112,-0.133288,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Community resolution,,,Westminster,Summer term
Person search,2023-05-24 10:24:00,False,,51.547511,-0.141698,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Camden,Summer term
Person search,2023-05-24 10:51:00,False,,,,Male,10-17,Other ethnic group - Any other ethnic group,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Unknown,Summer term
Person search,2023-05-24 12:40:00,False,,51.514365,-0.143408,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Unknown,Summer term
Person search,2023-05-24 13:10:00,False,,,,Male,10-17,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,,,Unknown,Summer term
Person search,2023-05-24 13:12:00,False,,51.397786,-0.076584,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Croydon,Summer term
Person search,2023-05-24 13:14:00,False,,51.386125,0.042821,Female,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Bromley,Summer term
Person search,2023-05-24 13:15:00,False,,51.386125,0.042821,Female,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Bromley,Summer term
Person search,2023-05-24 14:23:00,False,,51.50647,-0.378808,Male,10-17,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Ealing,Summer term
Person search,2023-05-24 14:25:00,False,,51.574577,-0.08512,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Hackney,Summer term
Person search,2023-05-24 14:25:00,False,,51.574577,-0.08512,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Hackney,Summer term
Person search,2023-05-24 14:25:00,False,,51.50647,-0.378808,Male,10-17,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,,Ealing,Summer term
Person search,2023-05-24 14:36:00,False,,51.50647,-0.378808,Male,10-17,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Ealing,Summer term
Person search,2023-05-24 14:40:00,False,,51.545634,0.123629,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Barking and Dagenham,Summer term
Person search,2023-05-24 14:40:00,False,,51.514365,-0.143408,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Unknown,Summer term
Person search,2023-05-24 14:54:00,False,,51.590485,-0.10342,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Haringey,Summer term
Person search,2023-05-24 15:00:00,False,,51.518906,-0.168577,Male,10-17,Other ethnic group - Any other ethnic group,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Unknown,Summer term
Person and Vehicle search,2023-05-24 15:00:00,False,,51.540595,-0.144307,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,,,Camden,Summer term
Person search,2023-05-24 15:00:00,False,,,,Male,10-17,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Unknown,Summer term
Person search,2023-05-24 15:10:00,False,,,,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Unknown,Summer term
Person search,2023-05-24 15:10:00,False,,51.514365,-0.143408,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Unknown,Summer term
Person search,2023-05-24 15:15:00,False,,,,Male,10-17,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Unknown,Summer term
Person search,2023-05-24 15:30:00,False,,51.490332,-0.059828,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Southwark,Summer term
Person search,2023-05-24 15:32:00,False,,51.381118,-0.09059,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Croydon,Summer term
Person search,2023-05-24 15:34:00,False,,,,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Unknown,Summer term
Person and Vehicle search,2023-05-24 15:46:00,False,,51.506722,-0.088586,Male,10-17,Other ethnic group - Any other ethnic group,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Southwark,Summer term
